case,id,gender,deg,yrdeg,field,startyr,year,rank,admin,salary
14899,1319,M,PhD,66,Other,66,87,Full,0,6388
14900,1319,M,PhD,66,Other,66,88,Full,0,6573
14901,1319,M,PhD,66,Other,66,89,Full,0,7032
14902,1319,M,PhD,66,Other,66,90,Full,0,7360
14903,1319,M,PhD,66,Other,66,91,Full,0,7702
14904,1319,M,PhD,66,Other,66,92,Full,0,8155
14905,1319,M,PhD,66,Other,66,93,Full,1,8759
14906,1319,M,PhD,66,Other,66,94,Full,1,8759
14907,1319,M,PhD,66,Other,66,95,Full,1,9143
14908,1320,M,PhD,84,Other,84,84,Assist,0,3873
14909,1320,M,PhD,84,Other,84,85,Assist,0,3873
14910,1320,M,PhD,84,Other,84,86,Assist,0,4844
14911,1320,M,PhD,84,Other,84,87,Assist,0,5087
14912,1320,M,PhD,84,Other,84,88,Assist,0,5464
14913,1320,M,PhD,84,Other,84,89,Assist,0,6280
14914,1320,M,PhD,84,Other,84,90,Assoc,0,6861
14915,1320,M,PhD,84,Other,84,91,Assoc,0,7388
14916,1320,M,PhD,84,Other,84,92,Assoc,0,7823
14917,1320,M,PhD,84,Other,84,93,Assoc,0,8165
14918,1320,M,PhD,84,Other,84,94,Full,0,8402
14919,1320,M,PhD,84,Other,84,95,Full,0,9162
14920,1321,M,PhD,84,Other,83,83,Assist,0,3406
14921,1321,M,PhD,84,Other,83,84,Assist,0,3688
14922,1321,M,PhD,84,Other,83,85,Assist,0,3688
14923,1321,M,PhD,84,Other,83,86,Assist,0,4023
14924,1321,M,PhD,84,Other,83,87,Assist,0,4225
14925,1321,M,PhD,84,Other,83,88,Assist,0,4805
14926,1321,M,PhD,84,Other,83,89,Assist,0,5763
14927,1321,M,PhD,84,Other,83,90,Assoc,0,6297
14928,1321,M,PhD,84,Other,83,91,Assoc,0,6590
14929,1321,M,PhD,84,Other,83,92,Assoc,0,6977
14930,1321,M,PhD,84,Other,83,93,Assoc,0,7283
14931,1321,M,PhD,84,Other,83,94,Assoc,0,7283
14932,1321,M,PhD,84,Other,83,95,Assoc,0,7885
14933,1322,M,PhD,84,Prof,95,95,Assist,0,5544.041
14934,1323,M,PhD,82,Other,92,92,Assoc,0,6048
14935,1323,M,PhD,82,Other,92,93,Assoc,0,6223
14936,1323,M,PhD,82,Other,92,94,Assoc,0,6223
14937,1323,M,PhD,82,Other,92,95,Full,0,6781
14938,1324,M,PhD,78,Arts,80,80,Assist,0,1945
14939,1324,M,PhD,78,Arts,80,81,Assist,0,2194
14940,1324,M,PhD,78,Arts,80,82,Assist,0,2323
14941,1324,M,PhD,78,Arts,80,83,Assist,0,2451
14942,1324,M,PhD,78,Arts,80,84,Assist,0,2655
14943,1324,M,PhD,78,Arts,80,85,Assist,0,2655
14944,1324,M,PhD,78,Arts,80,86,Assoc,0,3246
14945,1324,M,PhD,78,Arts,80,87,Assoc,0,3409
14946,1324,M,PhD,78,Arts,80,88,Assoc,0,3559
14947,1324,M,PhD,78,Arts,80,89,Assoc,0,3863
14948,1324,M,PhD,78,Arts,80,90,Assoc,0,4101
14949,1324,M,PhD,78,Arts,80,91,Assoc,0,4544
14950,1324,M,PhD,78,Arts,80,92,Assoc,0,4743
14951,1324,M,PhD,78,Arts,80,93,Assoc,0,4951
14952,1324,M,PhD,78,Arts,80,94,Assoc,0,4951
14953,1324,M,PhD,78,Arts,80,95,Assoc,0,5318
14954,1325,M,PhD,64,Other,62,76,Full,0,2376
14955,1325,M,PhD,64,Other,62,77,Full,0,2628
14956,1325,M,PhD,64,Other,62,78,Full,0,2714
14957,1325,M,PhD,64,Other,62,79,Full,0,3032
14958,1325,M,PhD,64,Other,62,80,Full,0,3250
14959,1325,M,PhD,64,Other,62,81,Full,0,3723
14960,1325,M,PhD,64,Other,62,82,Full,0,3831
14961,1325,M,PhD,64,Other,62,83,Full,0,4101
14962,1325,M,PhD,64,Other,62,84,Full,0,4378
14963,1325,M,PhD,64,Other,62,85,Full,0,4378
14964,1325,M,PhD,64,Other,62,86,Full,0,5431
14965,1325,M,PhD,64,Other,62,87,Full,0,5703
14966,1325,M,PhD,64,Other,62,88,Full,0,5786
14967,1325,M,PhD,64,Other,62,89,Full,0,6103
14968,1325,M,PhD,64,Other,62,90,Full,0,6388
14969,1325,M,PhD,64,Other,62,91,Full,0,6684
14970,1325,M,PhD,64,Other,62,92,Full,0,6878
14971,1325,M,PhD,64,Other,62,93,Full,0,7078
14972,1325,M,PhD,64,Other,62,94,Full,0,7078
14973,1325,M,PhD,64,Other,62,95,Full,0,7283
14974,1326,M,PhD,67,Other,73,76,Assist,0,1516
14975,1326,M,PhD,67,Other,73,77,Assist,0,1663
14976,1326,M,PhD,67,Other,73,78,Assist,0,1763
14977,1326,M,PhD,67,Other,73,79,Assoc,0,2108
14978,1326,M,PhD,67,Other,73,80,Assoc,0,2246
14979,1326,M,PhD,67,Other,73,81,Assoc,0,2492
14980,1326,M,PhD,67,Other,73,82,Assoc,0,2565
14981,1326,M,PhD,67,Other,73,83,Assoc,0,2706
14982,1326,M,PhD,67,Other,73,84,Full,0,3194
14983,1326,M,PhD,67,Other,73,85,Full,0,3194
14984,1326,M,PhD,67,Other,73,86,Full,0,3583
14985,1326,M,PhD,67,Other,73,87,Full,0,3764
14986,1326,M,PhD,67,Other,73,88,Full,0,3929
14987,1326,M,PhD,67,Other,73,89,Full,0,4203
14988,1326,M,PhD,67,Other,73,90,Full,0,4400
14989,1326,M,PhD,67,Other,73,91,Full,0,4670
14990,1326,M,PhD,67,Other,73,92,Full,0,4875
14991,1326,M,PhD,67,Other,73,93,Full,0,5016
14992,1326,M,PhD,67,Other,73,94,Full,0,5016
14993,1326,M,PhD,67,Other,73,95,Full,0,5088
14994,1327,M,PhD,67,Other,63,76,Assoc,0,1875
14995,1327,M,PhD,67,Other,63,77,Assoc,0,2077
14996,1327,M,PhD,67,Other,63,78,Assoc,0,2180
14997,1327,M,PhD,67,Other,63,79,Assoc,0,2411
14998,1327,M,PhD,67,Other,63,80,Assoc,0,2603
14999,1327,M,PhD,67,Other,63,81,Full,0,3005
15000,1327,M,PhD,67,Other,63,82,Full,0,3228
15001,1327,M,PhD,67,Other,63,83,Full,0,3406
15002,1327,M,PhD,67,Other,63,84,Full,0,3688
15003,1327,M,PhD,67,Other,63,85,Full,0,3688
15004,1327,M,PhD,67,Other,63,86,Full,0,3799
15005,1327,M,PhD,67,Other,63,87,Full,0,3990
15006,1327,M,PhD,67,Other,63,88,Full,0,4105
15007,1327,M,PhD,67,Other,63,89,Full,0,4456
15008,1327,M,PhD,67,Other,63,90,Full,0,4731
15009,1327,M,PhD,67,Other,63,91,Full,0,4951
15010,1327,M,PhD,67,Other,63,92,Full,0,5095
15011,1327,M,PhD,67,Other,63,93,Full,0,5551
15012,1327,M,PhD,67,Other,63,94,Full,0,5551
15013,1327,M,PhD,67,Other,63,95,Full,0,5878
15014,1328,M,PhD,85,Other,88,88,Assist,0,3662
15015,1328,M,PhD,85,Other,88,89,Assist,0,3700
15016,1328,M,PhD,85,Other,88,90,Assist,0,3873
15017,1328,M,PhD,85,Other,88,91,Assist,0,4053
15018,1328,M,PhD,85,Other,88,92,Assist,0,4231
15019,1328,M,PhD,85,Other,88,93,Assist,0,4353
15020,1328,M,PhD,85,Other,88,94,Assist,0,4353
15021,1328,M,PhD,85,Other,88,95,Assoc,0,4812
15022,1329,M,PhD,90,Prof,91,91,Assist,0,5318
15023,1329,M,PhD,90,Prof,91,92,Assist,0,5472
15024,1329,M,PhD,90,Prof,91,93,Assist,0,5631
15025,1329,M,PhD,90,Prof,91,94,Assist,0,5631
15026,1329,M,PhD,90,Prof,91,95,Assist,0,6048
15027,1330,M,PhD,87,Other,91,91,Assist,0,3559
15028,1330,M,PhD,87,Other,91,92,Assist,0,3715
15029,1330,M,PhD,87,Other,91,93,Assist,0,3878
15030,1330,M,PhD,87,Other,91,94,Assoc,0,3991
15031,1330,M,PhD,87,Other,91,95,Assoc,0,4165
15032,1331,M,PhD,83,Prof,83,83,Assist,0,3322
15033,1331,M,PhD,83,Prof,83,84,Assist,0,3534
15034,1331,M,PhD,83,Prof,83,85,Assist,0,3534
15035,1331,M,PhD,83,Prof,83,86,Assist,0,3854
15036,1331,M,PhD,83,Prof,83,87,Assist,0,4047
15037,1331,M,PhD,83,Prof,83,88,Assist,0,4165
15038,1331,M,PhD,83,Prof,83,89,Assoc,0,4651
15039,1331,M,PhD,83,Prof,83,90,Assoc,0,5229
15040,1331,M,PhD,83,Prof,83,91,Assoc,0,5551
15041,1331,M,PhD,83,Prof,83,92,Assoc,0,5794
15042,1331,M,PhD,83,Prof,83,93,Assoc,0,5962
15043,1331,M,PhD,83,Prof,83,94,Assoc,0,5962
15044,1331,M,PhD,83,Prof,83,95,Full,0,6684
15045,1332,M,PhD,78,Arts,87,87,Assoc,0,3990
15046,1332,M,PhD,78,Arts,87,88,Assoc,0,3990
15047,1332,M,PhD,78,Arts,87,89,Assoc,0,4247.761
15048,1332,M,PhD,78,Arts,87,90,Assoc,0,4468
15049,1332,M,PhD,78,Arts,87,91,Assoc,0,4812
15050,1332,M,PhD,78,Arts,87,92,Assoc,0,4951
15051,1332,M,PhD,78,Arts,87,93,Assoc,0,5242
15052,1332,M,PhD,78,Arts,87,94,Assoc,0,5242
15053,1332,M,PhD,78,Arts,87,95,Assoc,0,5551
15054,1333,M,PhD,72,Arts,88,88,Full,0,5235
15055,1333,M,PhD,72,Arts,88,89,Full,0,5653.731
15056,1333,M,PhD,72,Arts,88,90,Full,0,5863
15057,1333,M,PhD,72,Arts,88,91,Full,0,6048
15058,1333,M,PhD,72,Arts,88,92,Full,0,6313
15059,1333,M,PhD,72,Arts,88,93,Full,0,6496
15060,1333,M,PhD,72,Arts,88,94,Full,0,6496
15061,1333,M,PhD,72,Arts,88,95,Full,0,6781
15062,1334,F,PhD,86,Arts,89,89,Assist,0,3495
15063,1334,F,PhD,86,Arts,89,90,Assist,0,3555
15064,1334,F,PhD,86,Arts,89,91,Assist,0,3774
15065,1334,F,PhD,86,Arts,89,92,Assoc,0,4112
15066,1334,F,PhD,86,Arts,89,93,Assoc,0,4881
15067,1334,F,PhD,86,Arts,89,94,Assoc,0,4881
15068,1334,F,PhD,86,Arts,89,95,Assoc,0,5095
15069,1335,M,PhD,90,Prof,89,89,Assist,0,4996
15070,1335,M,PhD,90,Prof,89,90,Assist,0,5082
15071,1335,M,PhD,90,Prof,89,91,Assist,0,5472
15072,1335,M,PhD,90,Prof,89,92,Assist,0,5712
15073,1335,M,PhD,90,Prof,89,93,Assist,0,5878
15074,1335,M,PhD,90,Prof,89,94,Assist,0,5878
15075,1335,M,PhD,90,Prof,89,95,Assoc,0,6313
15076,1336,M,PhD,84,Other,88,88,Assoc,0,3818
15077,1336,M,PhD,84,Other,88,89,Assoc,0,4085
15078,1336,M,PhD,84,Other,88,90,Assoc,0,4337
15079,1336,M,PhD,84,Other,88,91,Assoc,0,4538
15080,1336,M,PhD,84,Other,88,92,Assoc,0,4670
15081,1336,M,PhD,84,Other,88,93,Assoc,0,4945
15082,1336,M,PhD,84,Other,88,94,Full,0,5088
15083,1336,M,PhD,84,Other,88,95,Full,0,6624
15084,1337,M,PhD,65,Other,53,76,Full,0,4077
15085,1337,M,PhD,65,Other,53,77,Full,0,4372
15086,1337,M,PhD,65,Other,53,78,Full,0,4528
15087,1337,M,PhD,65,Other,53,79,Full,0,4866
15088,1337,M,PhD,65,Other,53,80,Full,0,5178
15089,1337,M,PhD,65,Other,53,81,Full,0,5637
15090,1337,M,PhD,65,Other,53,82,Full,0,5883
15091,1337,M,PhD,65,Other,53,83,Full,0,6207
15092,1337,M,PhD,65,Other,53,84,Full,0,6350
15093,1337,M,PhD,65,Other,53,85,Full,0,6350
15094,1337,M,PhD,65,Other,53,86,Full,0,7024
15095,1337,M,PhD,65,Other,53,87,Full,0,7377
15096,1337,M,PhD,65,Other,53,88,Full,0,7377
15097,1337,M,PhD,65,Other,53,89,Full,0,8122
15098,1337,M,PhD,65,Other,53,90,Full,0,8502
15099,1337,M,PhD,65,Other,53,91,Full,0,9025
15100,1337,M,PhD,65,Other,53,92,Full,0,9286
15101,1337,M,PhD,65,Other,53,93,Full,0,9556
15102,1337,M,PhD,65,Other,53,94,Full,0,9556
15103,1337,M,PhD,65,Other,53,95,Full,0,9974
15104,1338,M,PhD,60,Other,71,76,Assoc,0,1839
15105,1338,M,PhD,60,Other,71,77,Assoc,0,2019
15106,1338,M,PhD,60,Other,71,78,Assoc,0,2136
15107,1338,M,PhD,60,Other,71,79,Assoc,0,2327
15108,1338,M,PhD,60,Other,71,80,Assoc,0,2552
15109,1338,M,PhD,60,Other,71,81,Assoc,0,2879
15110,1338,M,PhD,60,Other,71,82,Assoc,0,2879
15111,1338,M,PhD,60,Other,71,83,Assoc,0,3125
15112,1338,M,PhD,60,Other,71,84,Assoc,0,3290
15113,1338,M,PhD,60,Other,71,85,Assoc,0,3290
15114,1338,M,PhD,60,Other,71,86,Assoc,0,3389
15115,1338,M,PhD,60,Other,71,87,Assoc,0,3559
15116,1338,M,PhD,60,Other,71,88,Assoc,0,3662
15117,1338,M,PhD,60,Other,71,89,Assoc,0,3918
15118,1338,M,PhD,60,Other,71,90,Assoc,0,4042.667
15119,1338,M,PhD,60,Other,71,91,Assoc,0,4112
15120,1338,M,PhD,60,Other,71,92,Assoc,0,4112
15121,1338,M,PhD,60,Other,71,93,Assoc,0,4112
15122,1338,M,PhD,60,Other,71,94,Assoc,0,4112
15123,1338,M,PhD,60,Other,71,95,Assoc,0,4112
15124,1340,M,PhD,75,Prof,78,78,Assist,0,2206
15125,1340,M,PhD,75,Prof,78,79,Assist,0,2446
15126,1340,M,PhD,75,Prof,78,80,Assist,0,2632
15127,1340,M,PhD,75,Prof,78,81,Assist,0,2917
15128,1340,M,PhD,75,Prof,78,82,Assoc,0,3087.5
15129,1340,M,PhD,75,Prof,78,83,Assoc,0,3401
15130,1340,M,PhD,75,Prof,78,84,Assoc,0,3683
15131,1340,M,PhD,75,Prof,78,85,Assoc,0,3683
15132,1340,M,PhD,75,Prof,78,86,Assoc,0,4316
15133,1340,M,PhD,75,Prof,78,87,Assoc,0,4944
15134,1340,M,PhD,75,Prof,78,88,Assoc,0,5087
15135,1340,M,PhD,75,Prof,78,89,Assoc,0,5443
15136,1340,M,PhD,75,Prof,78,90,Full,0,6388
15137,1340,M,PhD,75,Prof,78,91,Full,0,6878
15138,1340,M,PhD,75,Prof,78,92,Full,0,7078
15139,1340,M,PhD,75,Prof,78,93,Full,0,7283
15140,1340,M,PhD,75,Prof,78,94,Full,0,7283
15141,1340,M,PhD,75,Prof,78,95,Full,0,7712
15142,1342,M,PhD,83,Other,88,88,Assist,0,3933
15143,1342,M,PhD,83,Other,88,89,Assist,0,3975
15144,1342,M,PhD,83,Other,88,90,Assist,0,4281
15145,1342,M,PhD,83,Other,88,91,Assoc,0,4743
15146,1342,M,PhD,83,Other,88,92,Assoc,0,4951
15147,1342,M,PhD,83,Other,88,93,Assoc,0,5168
15148,1342,M,PhD,83,Other,88,94,Assoc,0,5168
15149,1342,M,PhD,83,Other,88,95,Full,0,5794
15150,1343,M,PhD,72,Other,72,76,Assist,0,1743
15151,1343,M,PhD,72,Other,72,77,Assoc,0,1997
15152,1343,M,PhD,72,Other,72,78,Assoc,0,2120
15153,1343,M,PhD,72,Other,72,79,Assoc,0,2369
15154,1343,M,PhD,72,Other,72,80,Assoc,0,2582
15155,1343,M,PhD,72,Other,72,81,Assoc,0,2879
15156,1343,M,PhD,72,Other,72,82,Full,0,3092
15157,1343,M,PhD,72,Other,72,83,Full,0,3357
15158,1343,M,PhD,72,Other,72,84,Full,0,3434
15159,1343,M,PhD,72,Other,72,85,Full,0,3333
15160,1343,M,PhD,72,Other,72,86,Full,0,3904
15161,1343,M,PhD,72,Other,72,87,Full,0,4101
15162,1343,M,PhD,72,Other,72,88,Full,0,4281
15163,1343,M,PhD,72,Other,72,89,Full,1,5682
15164,1343,M,PhD,72,Other,72,90,Full,1,6208
15165,1343,M,PhD,72,Other,72,91,Full,1,6878
15166,1343,M,PhD,72,Other,72,92,Full,1,7206
15167,1343,M,PhD,72,Other,72,93,Full,1,7436
15168,1343,M,PhD,72,Other,72,94,Full,1,7867
15169,1343,M,PhD,72,Other,72,95,Full,1,8323
15170,1344,M,PhD,70,Other,73,76,Assist,0,1464
15171,1344,M,PhD,70,Other,73,77,Assist,0,1748.571
15172,1344,M,PhD,70,Other,73,80,Assoc,0,2346.667
15173,1344,M,PhD,70,Other,73,81,Assoc,0,2603.333
15174,1344,M,PhD,70,Other,73,82,Assoc,0,2793.333
15175,1344,M,PhD,70,Other,73,84,Full,0,3632
15176,1344,M,PhD,70,Other,73,85,Full,0,3632
15177,1344,M,PhD,70,Other,73,86,Full,0,5354
15178,1344,M,PhD,70,Other,73,87,Full,0,5623
15179,1344,M,PhD,70,Other,73,88,Full,0,5786
15180,1344,M,PhD,70,Other,73,89,Full,0,6190
15181,1344,M,PhD,70,Other,73,90,Full,0,6480
15182,1344,M,PhD,70,Other,73,91,Full,0,6781
15183,1344,M,PhD,70,Other,73,92,Full,0,6977
15184,1344,M,PhD,70,Other,73,93,Full,0,7180
15185,1344,M,PhD,70,Other,73,94,Full,0,7180
15186,1344,M,PhD,70,Other,73,95,Full,0,7388
15187,1345,M,PhD,77,Other,78,78,Assist,0,2278
15188,1345,M,PhD,77,Other,78,79,Assist,0,2583
15189,1345,M,PhD,77,Other,78,80,Assist,0,2824
15190,1345,M,PhD,77,Other,78,81,Assist,0,3137
15191,1345,M,PhD,77,Other,78,82,Assoc,0,3831
15192,1345,M,PhD,77,Other,78,83,Assoc,0,4042
15193,1345,M,PhD,77,Other,78,84,Assoc,0,4442
15194,1345,M,PhD,77,Other,78,85,Assoc,0,4442
15195,1345,M,PhD,77,Other,78,86,Assoc,0,4914
15196,1345,M,PhD,77,Other,78,87,Assoc,0,5160
15197,1345,M,PhD,77,Other,78,88,Assoc,0,5235
15198,1345,M,PhD,77,Other,78,89,Assoc,0,5443
15199,1345,M,PhD,77,Other,78,90,Assoc,0,5780
15200,1345,M,PhD,77,Other,78,91,Assoc,0,6048
15201,1345,M,PhD,77,Other,78,92,Assoc,0,6135
15202,1345,M,PhD,77,Other,78,93,Assoc,0,6135
15203,1345,M,PhD,77,Other,78,94,Assoc,0,6135
15204,1345,M,PhD,77,Other,78,95,Assoc,0,6223
15205,1346,F,PhD,71,Other,90,90,Full,0,4849
15206,1346,F,PhD,71,Other,90,91,Full,0,5088
15207,1346,F,PhD,71,Other,90,92,Full,0,5311
15208,1346,F,PhD,71,Other,90,93,Full,0,5465
15209,1346,F,PhD,71,Other,90,94,Full,0,5465
15210,1346,F,PhD,71,Other,90,95,Full,1,6320
15211,1347,M,PhD,92,Arts,90,90,Assist,0,4160
15212,1347,M,PhD,92,Arts,90,91,Assist,0,4231
15213,1347,M,PhD,92,Arts,90,92,Assist,0,4353
15214,1347,M,PhD,92,Arts,90,93,Assist,0,4610
15215,1347,M,PhD,92,Arts,90,94,Assist,0,4610
15216,1347,M,PhD,92,Arts,90,95,Assist,0,4812
15217,1348,M,PhD,85,Other,95,95,Assist,0,5631
15218,1349,M,PhD,61,Other,68,76,Full,0,2768
15219,1349,M,PhD,61,Other,68,77,Full,0,3066
15220,1349,M,PhD,61,Other,68,78,Full,0,3202
15221,1349,M,PhD,61,Other,68,79,Full,0,3605.455
15222,1349,M,PhD,61,Other,68,80,Full,0,3905
15223,1349,M,PhD,61,Other,68,81,Full,0,4485
15224,1349,M,PhD,61,Other,68,82,Full,0,4615
15225,1349,M,PhD,61,Other,68,83,Full,0,4869
15226,1349,M,PhD,61,Other,68,84,Full,0,5274
15227,1349,M,PhD,61,Other,68,85,Full,0,5274
15228,1349,M,PhD,61,Other,68,86,Full,0,6265
15229,1349,M,PhD,61,Other,68,87,Full,0,6580
15230,1349,M,PhD,61,Other,68,88,Full,0,6771
15231,1349,M,PhD,61,Other,68,89,Full,0,7244
15232,1349,M,PhD,61,Other,68,90,Full,0,7583
15233,1349,M,PhD,61,Other,68,91,Full,0,7935
15234,1349,M,PhD,61,Other,68,92,Full,0,8165
15235,1349,M,PhD,61,Other,68,93,Full,0,8402
15236,1349,M,PhD,61,Other,68,94,Full,0,8402
15237,1349,M,PhD,61,Other,68,95,Full,0,8646
15238,1351,F,PhD,84,Arts,85,85,Assist,0,2667
15239,1351,F,PhD,84,Arts,85,86,Assist,0,2774
15240,1351,F,PhD,84,Arts,85,87,Assist,0,2913
15241,1351,F,PhD,84,Arts,85,88,Assist,0,2998
15242,1351,F,PhD,84,Arts,85,89,Assist,0,3254
15243,1351,F,PhD,84,Arts,85,90,Assist,0,3505
15244,1351,F,PhD,84,Arts,85,91,Assoc,0,3828
15245,1351,F,PhD,84,Arts,85,92,Assoc,0,4171
15246,1351,F,PhD,84,Arts,85,93,Assoc,0,4292
15247,1351,F,PhD,84,Arts,85,94,Assoc,0,4292
15248,1351,F,PhD,84,Arts,85,95,Assoc,0,4416
15249,1352,M,PhD,77,Other,84,84,Assoc,0,3688
15250,1352,M,PhD,77,Other,84,85,Assoc,0,3688
15251,1352,M,PhD,77,Other,84,86,Assoc,0,4081
15252,1352,M,PhD,77,Other,84,87,Assoc,0,4285
15253,1352,M,PhD,77,Other,84,88,Assoc,0,4805
15254,1352,M,PhD,77,Other,84,89,Assoc,0,5141
15255,1352,M,PhD,77,Other,84,90,Assoc,0,5381
15256,1352,M,PhD,77,Other,84,91,Assoc,0,5711.714
15257,1352,M,PhD,77,Other,84,92,Full,0,6781
15258,1352,M,PhD,77,Other,84,93,Full,0,6878
15259,1352,M,PhD,77,Other,84,94,Full,1,7283
15260,1352,M,PhD,77,Other,84,95,Full,1,7602
15261,1353,M,PhD,94,Arts,95,95,Assist,0,4053
15262,1354,F,PhD,87,Other,90,90,Assist,0,4160
15263,1354,F,PhD,87,Other,90,91,Assist,0,4231
15264,1354,F,PhD,87,Other,90,92,Assist,0,4353
15265,1354,F,PhD,87,Other,90,93,Assist,0,4480
15266,1354,F,PhD,87,Other,90,94,Assist,0,4480
15267,1354,F,PhD,87,Other,90,95,Assist,0,4812
15268,1355,M,PhD,72,Other,78,78,Assist,0,1904
15269,1355,M,PhD,72,Other,78,79,Assist,0,2079
15270,1355,M,PhD,72,Other,78,80,Assoc,0,2333
15271,1355,M,PhD,72,Other,78,81,Assoc,0,2532
15272,1355,M,PhD,72,Other,78,82,Assoc,0,2605
15273,1355,M,PhD,72,Other,78,83,Assoc,0,2748
15274,1355,M,PhD,72,Other,78,84,Assoc,0,3063
15275,1355,M,PhD,72,Other,78,85,Assoc,0,3063
15276,1355,M,PhD,72,Other,78,86,Assoc,0,3487
15277,1355,M,PhD,72,Other,78,87,Assoc,0,3662
15278,1355,M,PhD,72,Other,78,88,Assoc,0,3768
15279,1355,M,PhD,72,Other,78,89,Assoc,0,4149
15280,1355,M,PhD,72,Other,78,90,Full,0,4533
15281,1355,M,PhD,72,Other,78,91,Full,0,4881
15282,1355,M,PhD,72,Other,78,92,Full,1,5631
15283,1355,M,PhD,72,Other,78,93,Full,1,5794
15284,1355,M,PhD,72,Other,78,94,Full,1,5794
15285,1355,M,PhD,72,Other,78,95,Full,1,6135
15286,1356,M,PhD,78,Prof,91,91,Assoc,0,4806
15287,1356,M,PhD,78,Prof,91,92,Assoc,0,4993
15288,1356,M,PhD,78,Prof,91,93,Assoc,0,5184
15289,1356,M,PhD,78,Prof,91,94,Assoc,0,5870
15290,1356,M,PhD,78,Prof,91,95,Assoc,0,6140
15291,1357,M,PhD,87,Other,92,92,Assist,0,3175
15292,1357,M,PhD,87,Other,92,93,Assist,0,3314
15293,1357,M,PhD,87,Other,92,94,Assist,0,3314
15294,1357,M,PhD,87,Other,92,95,Assist,0,3459
15295,1359,F,PhD,85,Other,88,88,Assist,0,3505
15296,1359,F,PhD,85,Other,88,89,Assist,0,3803
15297,1359,F,PhD,85,Other,88,90,Assist,0,4096
15298,1359,F,PhD,85,Other,88,91,Assoc,0,4538
15299,1359,F,PhD,85,Other,88,92,Assoc,0,4806
15300,1359,F,PhD,85,Other,88,93,Assoc,0,4945
15301,1359,F,PhD,85,Other,88,94,Assoc,0,4945
15302,1359,F,PhD,85,Other,88,95,Full,0,6676
15303,1360,M,PhD,81,Other,87,87,Assist,0,3768
15304,1360,M,PhD,81,Other,87,88,Assist,0,3768
15305,1360,M,PhD,81,Other,87,89,Assist,0,4032
15306,1360,M,PhD,81,Other,87,90,Assoc,0,4343
15307,1360,M,PhD,81,Other,87,91,Assoc,0,4610
15308,1360,M,PhD,81,Other,87,92,Assoc,0,4743
15309,1360,M,PhD,81,Other,87,93,Assoc,0,4881
15310,1360,M,PhD,81,Other,87,94,Assoc,0,4881
15311,1360,M,PhD,81,Other,87,95,Assoc,0,5242
15312,1361,M,PhD,65,Prof,65,76,Full,1,2089
15313,1361,M,PhD,65,Prof,65,77,Full,1,2502
15314,1361,M,PhD,65,Prof,65,78,Full,1,2888
15315,1361,M,PhD,65,Prof,65,80,Full,0,3447
15316,1361,M,PhD,65,Prof,65,81,Full,1,3831
15317,1361,M,PhD,65,Prof,65,82,Full,0,4116
15318,1361,M,PhD,65,Prof,65,83,Full,0,4342
15319,1361,M,PhD,65,Prof,65,84,Full,0,4505
15320,1361,M,PhD,65,Prof,65,85,Full,0,4505
15321,1361,M,PhD,65,Prof,65,86,Full,0,4914
15322,1361,M,PhD,65,Prof,65,87,Full,0,5160
15323,1361,M,PhD,65,Prof,65,88,Full,0,5235
15324,1361,M,PhD,65,Prof,65,89,Full,0,5931
15325,1361,M,PhD,65,Prof,65,90,Full,0,6208
15326,1361,M,PhD,65,Prof,65,91,Full,0,6684
15327,1361,M,PhD,65,Prof,65,92,Full,0,7602
15328,1361,M,PhD,65,Prof,65,93,Full,0,7823
15329,1361,M,PhD,65,Prof,65,94,Full,0,7823
15330,1361,M,PhD,65,Prof,65,95,Full,0,8165
15331,1362,M,PhD,84,Other,90,90,Assist,0,4468
15332,1362,M,PhD,84,Other,90,91,Assist,0,4544
15333,1362,M,PhD,84,Other,90,92,Assist,0,4676
15334,1362,M,PhD,84,Other,90,93,Assist,0,4812
15335,1362,M,PhD,84,Other,90,94,Assist,0,4812
15336,1362,M,PhD,84,Other,90,95,Assist,0,5022
15337,1363,M,PhD,69,Other,68,76,Full,0,2500
15338,1363,M,PhD,69,Other,68,77,Full,0,2872
15339,1363,M,PhD,69,Other,68,78,Full,0,3059
15340,1363,M,PhD,69,Other,68,79,Full,0,3615
15341,1363,M,PhD,69,Other,68,80,Full,0,3916
15342,1363,M,PhD,69,Other,68,81,Full,0,4548
15343,1363,M,PhD,69,Other,68,82,Full,0,4886
15344,1363,M,PhD,69,Other,68,83,Full,0,5537
15345,1363,M,PhD,69,Other,68,84,Full,0,6170
15346,1363,M,PhD,69,Other,68,85,Full,0,6170
15347,1363,M,PhD,69,Other,68,86,Full,0,8188
15348,1363,M,PhD,69,Other,68,87,Full,0,8361
15349,1363,M,PhD,69,Other,68,88,Full,0,8703
15350,1363,M,PhD,69,Other,68,89,Full,0,9656
15351,1363,M,PhD,69,Other,68,90,Full,1,9669
15352,1363,M,PhD,69,Other,68,91,Full,1,10411
15353,1363,M,PhD,69,Other,68,92,Full,1,11343
15354,1363,M,PhD,69,Other,68,93,Full,1,11672
15355,1363,M,PhD,69,Other,68,94,Full,1,11672
15356,1363,M,PhD,69,Other,68,95,Full,1,12270
15357,1364,M,PhD,69,Arts,68,76,Assoc,0,1674.627
15358,1364,M,PhD,69,Arts,68,77,Assoc,0,1866
15359,1364,M,PhD,69,Arts,68,78,Assoc,0,1980
